selling_price,km_driven,max_power,seats,mileage_num,engine_num,torque_NM,torque_rpm,no_year,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
330000,23000,82.4,5,18.2,1199,108.5,5000,7,0,0,1,1,0,1,0,0,0,0
166000,50000,34.2,5,16.8,796,59,2500,8,0,0,1,1,0,1,0,0,0,0
200000,300000,112,8,14,2498,260,2500,8,1,0,0,1,0,1,0,0,0,0
140000,50000,67.1,5,20.9,998,90,3500,10,0,0,1,1,0,1,0,0,0,1
370000,140000,61.7,5,21.9,1196,85,3000,4,0,0,0,1,0,1,0,0,0,0
720000,16000,81.86,5,17.4,1197,117,4000,2,0,0,1,1,0,0,0,0,0,0
500000,126000,88.73,5,21.1,1396,219.66,2125,6,1,0,0,1,0,1,0,0,0,0
570000,15000,81.86,5,20.1,1197,113.75,4000,2,0,0,1,1,0,1,0,0,0,0
210000,200000,85.8,5,17.5,1197,114,4000,11,0,0,1,1,0,1,0,0,0,0
120000,120000,46.3,5,19.7,796,62,3000,12,0,0,1,1,0,1,0,0,0,0
95000,120000,83,5,15.3,1341,115,3200,16,0,0,1,1,0,1,1,0,0,0
196000,110000,78.9,5,16.9,1197,111.8,4000,11,0,0,1,1,0,0,0,0,0,1
392000,38000,73,5,15.3,1196,101,3000,5,0,0,1,1,0,1,0,0,0,0
150000,104000,90,5,15,1368,116,4750,11,0,0,1,1,0,1,0,0,0,0
595000,120000,117.3,7,15.4,1497,145,4600,4,0,0,1,1,0,1,0,0,0,0
833000,35000,88.5,5,24.3,1248,200,1750,3,1,0,0,1,0,0,0,0,0,0
280000,210000,74,5,22.9,1248,190,2000,10,1,0,0,1,0,1,0,0,0,0
35000,35000,37,4,16.1,796,59,2500,18,0,0,1,1,0,1,0,1,0,0
180000,85000,73.9,5,21.1,1248,113,4500,12,1,0,0,1,0,1,0,0,0,1
225000,80000,67.1,5,18.9,998,90,3500,9,0,0,1,1,0,1,0,0,0,0
1400000,50000,170,5,14.8,2143,400,2100,9,1,0,0,1,0,0,0,0,0,0
340000,40000,90,5,23,1396,22.4,2250,12,1,0,0,1,0,1,0,0,0,0
550000,216000,102,8,12.8,2494,20.4,2500,11,1,0,0,1,0,1,0,0,0,0
400000,65000,67.04,5,20.5,998,90,3500,4,0,0,1,1,0,1,0,1,0,0
90000,100000,83,5,15.3,1341,115,3200,15,0,0,1,1,0,1,0,0,0,1
650000,84000,88.5,5,28,1248,200,1750,6,1,0,0,1,0,1,0,0,0,0
730000,210000,100,7,12.9,2494,200,2400,9,1,0,0,1,0,1,0,0,0,0
125000,60000,74.9,5,15.2,1150,110,4400,11,0,0,1,1,0,1,0,0,0,0
81000,100000,83,5,15.3,1341,115,3200,15,0,0,1,1,0,1,1,0,0,0
170000,78000,88.2,5,16.1,1298,11.5,4500,14,0,0,1,1,0,1,0,1,0,0
81000,161000,100,5,13,1493,13.1,4600,19,0,0,1,1,0,1,1,0,0,0
95000,70000,46.3,5,19.7,796,62,3000,16,0,0,1,1,0,1,0,0,0,1
55000,50000,35,4,26,624,48,2500,11,0,0,1,1,0,1,0,0,0,1
880000,65000,108.5,8,19.9,1461,245,1750,4,1,0,0,1,0,1,0,0,0,0
200000,50000,53.3,5,25.1,799,72,4386,6,0,0,1,1,0,1,0,0,0,0
480000,25000,81.8,5,20.5,1197,113,4200,2,0,0,1,1,0,1,0,0,0,0
480000,100000,62.1,9,15.9,2523,195,1820,8,1,0,0,1,0,1,0,0,0,0
700000,6000,81.83,5,18.6,1197,114.7,4000,3,0,0,1,1,0,1,0,0,0,0
850000,72113,98.6,7,21.9,1498,200,1750,5,1,0,0,1,0,1,0,0,0,0
300000,40000,70,5,23.5,1396,140,2400,9,1,0,0,1,0,1,0,0,0,0
650000,8000,81.83,5,18.6,1197,114.7,4000,4,0,0,1,1,0,1,0,0,0,0
220000,20000,85.8,5,21.1,1197,114,4000,11,0,0,1,1,0,1,0,0,0,0
300000,45000,69.01,5,19,1405,135,2500,7,1,0,0,1,0,1,0,0,0,0
450000,80000,74,5,23.4,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
400000,90000,74,5,25.2,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
1030000,25000,88.5,5,25.1,1248,200,1750,3,1,0,0,1,0,1,0,0,0,0
190000,100000,90,5,18.8,1248,200,2375,11,1,0,0,1,0,1,0,1,0,0
140000,60000,68,5,16.6,1388,16.3,2000,15,0,0,1,1,0,1,0,1,0,0
800000,30000,88.76,5,21.1,1396,219.66,2125,3,1,0,0,1,0,1,0,0,0,0
229999,120000,120,7,10.5,2609,290,2300,14,1,0,0,1,0,1,0,0,0,1
300000,80000,138.03,7,13.9,2179,320,2200,10,1,0,0,1,0,1,0,1,0,0
375000,69000,103.6,5,20.5,1598,250,2000,10,1,0,0,1,0,1,0,1,0,0
140000,75000,79.4,5,18.6,1199,108,4400,11,0,0,1,1,0,1,0,0,0,0
60000,113000,46.3,5,19.7,796,62,3000,17,0,0,1,1,0,1,0,1,0,0
420000,90000,71.01,5,24.4,1120,180.4,2125,7,1,0,0,1,0,1,0,1,0,0
300000,100000,63.12,5,23,1461,160,2000,9,1,0,0,1,0,1,0,0,0,1
150000,110000,74,5,22.3,1248,190,2375,9,1,0,0,1,0,1,0,0,0,0
600000,90000,98.59,5,22.7,1498,205,2500,6,1,0,0,1,0,1,0,0,0,0
204999,100000,68,5,20,1399,160,2000,10,1,0,0,1,0,1,0,1,0,0
625000,50000,73.97,5,25.4,1186,190.25,2000,4,1,0,0,1,0,1,0,0,0,0
280000,200000,91.7,5,20.5,1248,209,2000,10,1,0,0,1,0,1,0,0,0,0
1050000,146000,194.3,7,13,2199,436.39,2150,7,1,0,0,1,0,0,0,1,0,0
250000,80000,102.5,5,12.9,1598,148,4000,12,0,0,1,1,0,1,0,1,0,0
535000,96443,138.1,7,11.5,2179,320,2200,11,1,0,0,1,0,1,0,1,0,0
400000,100000,177.6,5,11.7,2354,222,4300,12,0,0,1,1,0,0,0,1,0,0
610000,10000,81.8,5,21.2,1197,113,4200,2,0,0,1,1,0,0,0,0,0,0
509999,110000,74,5,23.4,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
521000,86000,138.1,7,14,2179,320,2200,7,1,0,0,1,0,1,0,1,0,0
511000,100000,74,5,23.4,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
451000,91000,88.73,5,22.5,1396,219.7,2125,7,1,0,0,1,0,1,0,0,0,0
170000,100000,78.9,5,20.3,1197,111.8,4000,12,0,0,1,1,0,1,0,0,0,0
450000,120000,74,5,23.4,1248,190,2000,8,1,0,0,1,0,1,0,1,0,0
375000,90000,118,5,17,1497,146,2500,10,0,0,1,1,0,1,0,1,0,0
305000,60000,47.3,5,22.7,796,69,3500,5,0,0,1,1,0,1,0,1,0,0
315000,51500,53.3,5,25.1,799,72,4386,5,0,0,1,1,0,1,0,0,0,0
250000,60000,74,5,22.1,1248,190,1750,5,1,0,0,1,0,1,0,1,0,0
200000,104500,68,5,20,1399,160,2000,9,1,0,0,1,0,1,0,1,0,0
950000,30000,98.96,5,23,1498,205,2500,3,1,0,0,1,0,1,0,0,0,0
400000,120000,108.45,5,19,1461,248,2250,9,1,0,0,1,0,1,0,0,0,1
509999,100000,74,5,22.9,1248,190,2000,7,1,0,0,1,0,1,0,1,0,0
375000,90000,130,5,13.5,1799,172,4300,13,0,0,1,1,0,1,0,0,0,1
150000,150000,67.1,5,18.9,998,90,3500,16,0,0,1,1,0,1,0,0,0,1
75000,60000,67.1,5,18.9,998,90,3500,15,0,0,1,1,0,0,0,0,0,0
465000,50000,105.5,5,17.4,1396,135.3,5000,6,0,0,1,1,0,1,0,1,0,0
700000,10000,73.97,5,24,1186,190.24,2000,2,1,0,0,1,0,1,0,0,0,0
950000,120000,120,7,15.4,1997,280,2300,6,1,0,0,1,0,1,0,0,0,1
610000,40000,81.83,5,18.6,1197,114.7,4000,4,0,0,1,1,0,1,0,0,0,0
60000,120000,82,5,19.3,1248,154.9,2500,17,0,0,1,1,0,1,0,1,0,0
235000,50000,47.3,5,22.7,796,69,3500,7,0,0,1,1,0,1,0,0,0,0
330000,90000,73,5,15.3,1196,101,3000,4,0,0,1,1,0,1,0,0,0,0
472000,90000,83.8,5,20.4,1461,200,1900,7,1,0,0,1,0,1,0,0,0,0
585000,10000,81.8,5,21.2,1197,113,4200,2,0,0,1,1,0,1,0,0,0,0
500000,10000,45,8,23.5,909,98,2300,3,1,0,0,1,0,1,0,0,0,0
360000,27000,67.05,5,23.9,998,90,3500,2,0,0,1,1,0,1,0,0,0,0
649000,70000,74,5,26.5,1248,190,2000,5,1,0,0,1,0,1,0,0,0,0
200000,50000,34.2,5,16.8,796,59,2500,4,0,0,1,1,0,1,0,0,0,0
240000,60000,82,5,19.3,1248,154.9,2500,13,0,0,1,1,0,1,0,0,0,0
400000,110000,70,5,24,1120,160,2125,7,1,0,0,1,0,1,0,0,0,0
250000,100000,47,5,27.6,793,125,2000,6,1,0,0,1,0,1,0,1,0,0
1200000,50000,121,7,17.3,1497,300,2125,3,1,0,0,1,0,1,0,0,0,0
250000,105000,75,5,17.8,1248,190,2000,12,1,0,0,1,0,1,0,1,0,0
819999,110000,100.6,8,12.9,2494,200,2400,8,1,0,0,1,0,1,0,0,0,0
800000,60000,140,7,15.1,2179,330,2200,7,1,0,0,1,0,1,0,1,0,0
429000,49102,123.37,5,18.8,999,170,2950,8,0,0,1,0,0,1,0,1,0,0
150000,60000,62.1,5,17.9,1086,96.1,3000,11,0,0,1,1,0,1,0,0,0,1
315000,120000,82,5,19.3,1248,154.9,2500,11,1,0,0,1,0,1,0,1,0,0
170000,90000,57.6,5,25.4,936,150,1750,9,1,0,0,1,0,1,0,0,0,0
335000,33033,86.8,5,19.4,1198,109,4500,7,0,0,1,0,0,1,0,0,0,0
465000,63063,82,5,18.9,1197,114,4000,6,0,0,1,0,0,0,0,0,0,0
360000,81000,108.45,5,19,1461,248,2250,8,1,0,0,1,0,1,0,1,0,0
570000,80000,73.97,5,25.4,1186,190.25,2000,3,1,0,0,1,0,1,0,0,0,0
350000,105000,108.45,5,19,1461,248,2250,9,1,0,0,1,0,1,0,1,0,0
600000,60000,82,5,19.3,1248,154.9,2500,4,1,0,0,1,0,1,0,0,0,0
700000,227000,91.1,7,17.5,1373,130,4000,4,0,0,1,1,0,1,0,0,0,0
375000,100000,108.45,5,19,1461,248,2250,9,1,0,0,1,0,1,0,1,0,0
450000,60000,61.7,5,21.9,1196,85,3000,2,0,0,0,1,0,1,0,0,0,0
325000,70000,88.76,5,21.9,1396,219.6,2125,8,1,0,0,1,0,1,0,0,0,1
260000,120000,103.6,5,20.5,1598,250,2000,10,1,0,0,1,0,1,0,0,0,1
130000,80000,46.3,5,19.7,796,62,3000,12,0,0,1,1,0,1,0,0,0,1
150000,120000,138.1,7,11.5,2179,320,2200,13,1,0,0,1,0,1,1,0,0,0
220000,40000,62.1,5,17.9,1086,96.1,3000,7,0,0,1,1,0,1,0,0,0,0
275000,53000,78.9,5,20.3,1197,111.7,4000,7,0,0,1,1,0,1,0,0,0,0
455000,60000,74,5,25.2,1248,190,2000,4,1,0,0,1,0,1,0,0,0,0
570000,30000,81.83,5,18.6,1197,114.7,4000,4,0,0,1,1,0,1,0,0,0,0
330000,100000,103.6,5,20.5,1598,250,2000,8,1,0,0,1,0,1,0,0,0,1
1576000,70000,147.8,7,13.6,2393,343,2100,3,1,0,0,1,0,1,0,0,0,0
450000,98000,88.8,7,20.7,1248,200,1750,9,1,0,0,1,0,1,1,0,0,0
250000,60000,55.2,5,21.1,814,74.5,4000,7,0,0,1,1,0,1,0,0,0,0
165000,80000,78.9,5,20.3,1197,111.8,4000,11,0,0,1,1,0,1,0,0,0,1
800000,117000,184,7,11.1,2696,402,2300,8,1,0,0,0,0,0,0,0,0,0
680000,8576,88.7,5,18.7,1199,110,4800,3,0,0,1,0,0,1,0,0,0,0
525000,19723,84,5,20.3,1199,114,3500,4,0,0,1,0,0,0,0,0,0,0
825000,21446,116.3,5,16.8,1497,146,4800,5,0,0,1,0,0,1,0,0,0,0
750000,52289,88.5,5,25.1,1248,200,1750,4,1,0,0,0,0,1,0,0,0,0
950000,52236,120,7,15.4,2179,280,2300,4,1,0,0,0,0,1,0,0,0,0
950000,54470,120,7,15.4,2179,280,2300,4,1,0,0,0,0,1,0,0,0,0
675000,25471,90,5,21.9,1396,22.4,2250,4,1,0,0,0,0,1,0,0,0,0
490000,33928,84.48,5,23.8,1199,113,3300,2,0,0,1,0,0,1,0,0,0,0
775000,59736,100,7,18.4,1493,240,2200,3,1,0,0,0,0,1,0,0,0,0
350000,54290,118,5,17,1497,146,2500,12,0,0,1,0,0,1,0,0,0,0
475000,2118,86.8,5,19.4,1198,109,4500,5,0,0,1,0,0,1,0,0,0,0
950000,61379,120,7,15.4,2179,280,2300,4,1,0,0,0,0,1,0,0,0,0
350000,58544,117.3,5,17.4,1497,145,4600,11,0,0,1,0,0,1,0,1,0,0
400000,74381,67.05,5,21.7,998,90,3500,5,0,0,1,0,0,1,0,0,0,0
75000,35000,37,4,16.1,796,59,2500,20,0,0,1,1,0,1,0,0,0,1
850000,63982,89.84,5,22.7,1498,204,2375,4,1,0,0,0,0,1,0,0,0,0
175000,65000,67.1,5,18.9,998,90,3500,13,0,0,1,0,0,1,0,1,0,0
570000,74000,62.1,7,15.9,2523,195,1800,7,1,0,0,0,0,1,0,0,0,0
525000,56429,108.45,5,19,1461,248,2250,8,1,0,0,0,0,1,0,1,0,0
270000,56000,78.9,5,20.3,1197,111.7,4000,9,0,0,1,1,0,1,0,0,0,0
434999,19500,68.07,5,20.3,1086,99.07,4500,2,0,0,1,0,0,1,0,0,0,0
495000,30000,81.83,5,18.6,1197,114.7,4000,6,0,0,1,0,0,1,0,0,0,0
575000,53000,88.73,5,22.5,1396,219.7,2125,5,1,0,0,0,0,1,0,0,0,0
600000,5000,81.86,5,20.1,1197,113.75,4000,4,0,0,1,1,0,1,0,0,0,0
700000,25000,121.4,5,17,1591,154.9,4200,6,0,0,1,1,0,1,0,0,0,0
560000,72000,98.6,5,26,1498,200,1750,7,1,0,0,0,0,1,0,0,0,0
565000,72000,82,5,19.3,1248,154.9,2500,5,1,0,0,0,0,1,0,0,0,0
250000,80000,63,7,13.6,2523,180,1470,16,1,0,0,1,0,1,0,0,0,0
409999,29000,103.5,5,15,1598,153,3800,8,0,0,1,1,0,1,0,1,0,0
495000,56832,83.14,5,19.8,1461,200,1750,5,1,0,0,0,0,1,0,0,0,0
470000,30528,81.86,5,18.6,1197,114.73,4000,7,0,0,1,0,0,1,0,0,0,0
350000,65285,98.63,5,24.7,1498,200,1750,8,1,0,0,0,0,1,0,0,0,0
1560000,20102,147.51,8,13.6,2393,343,2100,1,1,0,0,0,0,1,0,0,0,0
480000,43000,88.7,5,18.7,1199,110,4800,6,0,0,1,0,0,1,0,0,0,0
270000,52380,67.04,5,23.5,1364,170,2100,8,1,0,0,0,0,1,0,0,0,0
660000,74250,74.96,7,21,1498,210,1900,3,1,0,0,0,0,1,0,0,0,0
490000,57247,81.8,5,20.8,1197,113,4200,4,0,0,1,0,0,0,0,0,0,0
800000,52000,88.5,5,24.3,1248,200,1750,4,1,0,0,1,0,1,0,0,0,0
350000,47000,97.7,5,16.9,1498,134,4000,10,0,0,1,1,0,1,0,1,0,0
170000,80000,68,5,17.8,1399,16.3,2000,10,1,0,0,1,0,1,0,0,0,1
125000,85000,75,5,18,1248,190,2500,10,1,0,0,1,0,1,0,1,0,0
400000,100000,73.9,5,19.3,1248,190,2000,9,1,0,0,1,0,1,0,0,0,0
250000,110000,97.7,5,16.9,1498,134,4000,10,0,0,1,1,0,1,0,0,0,0
190000,178000,91.7,5,20.4,1248,209,2000,11,1,0,0,1,0,1,0,1,0,0
125000,120000,46.3,5,19.7,796,62,3000,11,0,0,1,1,0,1,0,0,0,1
1950000,70000,170,5,16.3,1956,350,2125,4,1,0,0,1,0,1,0,0,0,0
1300000,120000,167.6,5,12.8,1968,350,2125,10,1,0,0,1,0,0,0,0,0,0
786000,155000,102,8,12.8,2494,20.4,2500,11,1,0,0,1,0,1,0,0,0,1
335000,30000,67.04,5,20.5,998,90,3500,6,0,0,1,1,0,1,0,0,0,0
114999,60000,67,5,18.9,1061,84,3500,12,0,0,1,1,0,1,0,0,0,1
229999,70000,73.9,5,22,1199,180,2000,9,1,0,0,1,0,1,1,0,0,0
731000,40000,88.73,5,22.5,1396,219.7,2125,4,1,0,0,1,0,1,0,0,0,0
395000,120000,126.32,5,22.3,1582,259.8,2325,9,1,0,0,1,0,1,0,0,0,0
500000,120000,74,5,26.5,1248,190,2000,6,1,0,0,1,0,1,0,0,0,0
220000,50000,55.2,5,21.1,814,74.5,4000,7,0,0,1,1,0,1,0,0,0,1
240000,100000,68.1,5,20,1399,160,2000,8,1,0,0,1,0,1,0,0,0,0
215000,120000,90,5,23,1396,22.4,2250,11,1,0,0,1,0,1,0,0,0,1
400000,90000,74,5,22.9,1248,190,2000,9,1,0,0,1,0,1,0,1,0,0
191000,90000,67.1,5,19,998,90,3500,9,0,0,1,1,0,1,0,0,0,0
351000,100000,112,8,14,2498,260,2500,8,1,0,0,1,0,1,0,1,0,0
250000,20000,37.48,4,21.9,624,51,4000,6,0,0,1,1,0,0,0,0,0,0
210000,90000,110,5,18.1,1493,24,2750,12,1,0,0,1,0,1,0,1,0,0
300000,120000,88.7,5,17.6,1496,132,3000,10,0,0,1,1,0,1,0,0,0,1
700000,35000,99,5,25.8,1498,215,2375,4,1,0,0,1,0,1,0,0,0,0
500000,120000,150,5,11.8,1991,32.1,2000,11,1,0,0,1,0,1,0,1,0,0
120000,120000,37,4,16.1,796,59,2500,19,0,0,1,1,0,1,0,0,0,0
850000,10000,88.76,5,22.5,1396,224,2125,2,1,0,0,1,0,1,0,0,0,0
120000,100000,82,5,19.3,1248,154.9,2500,27,1,0,0,1,0,1,0,1,0,0
770000,65000,98.6,5,25.5,1498,200,1750,4,1,0,0,1,0,1,0,1,0,0
245000,90000,130,5,13.5,1799,172,4300,14,0,0,1,1,0,1,0,0,0,1
250000,90000,67.1,5,20.9,998,90,3500,9,0,0,1,1,0,1,0,0,0,0
651000,42323,88.76,5,21.1,1396,219.66,2125,5,1,0,0,0,0,1,0,0,0,0
480000,42462,116.3,5,16.8,1497,146,4800,8,0,0,1,0,0,1,0,0,0,0
470000,54723,74,5,25.2,1248,190,2000,6,1,0,0,0,0,1,0,0,0,0
500000,30000,98.6,5,27.3,1498,200,1750,5,1,0,0,1,0,1,0,0,0,0
1075000,42545,190,5,19.6,1998,400,2125,10,1,0,0,0,0,0,0,0,0,0
690000,32000,88.5,5,25.1,1248,200,1750,5,1,0,0,0,0,1,0,0,0,0
589000,41232,82,5,19.3,1248,154.9,2500,4,1,0,0,0,0,1,0,0,0,0
589000,41232,82,5,19.3,1248,154.9,2500,4,1,0,0,0,0,1,0,0,0,0
480000,20375,81.8,5,20.8,1197,113,4200,3,0,0,1,0,0,1,0,0,0,0
450000,43978,74,5,28.4,1248,190,2000,8,1,0,0,0,0,1,0,1,0,0
770000,50000,88.5,5,24.3,1248,200,1750,3,1,0,0,1,0,1,0,0,0,0
445000,40200,74.96,7,21,1498,210,1900,6,1,0,0,0,0,1,0,0,0,0
700000,30000,81.83,5,18.6,1197,114.7,4000,3,0,0,1,1,0,1,0,0,0,0
560000,90000,88.8,7,20.7,1248,200,1750,7,1,0,0,1,0,1,0,0,0,0
475000,48000,98.96,5,21.7,1498,215,2125,8,1,0,0,0,0,1,0,1,0,0
465000,27233,98.63,5,27.4,1498,200,1750,7,1,0,0,0,0,1,0,0,0,0
520000,28832,74,5,23.4,1248,190,2000,4,1,0,0,0,0,1,0,0,0,0
225000,35000,90,5,15,1368,116,4750,10,0,0,1,1,0,1,0,0,0,0
700000,35000,93.7,7,16,1373,130,4000,6,0,0,1,1,0,1,0,0,0,0
780000,40000,88.5,5,24.3,1248,200,1750,4,1,0,0,1,0,1,0,0,0,0
93150,80000,78,5,17.7,1497,12.7,2700,15,0,0,1,1,0,1,0,1,0,0
403000,30000,100,7,17.2,1493,240,2200,5,1,0,0,1,0,1,0,1,0,0
229999,50000,68.05,5,19.8,1086,99.04,4500,12,0,0,1,1,0,1,0,1,0,0
525000,40000,74,5,26.5,1248,190,2000,5,1,0,0,1,0,1,0,1,0,0
560000,25000,93.7,7,16,1373,130,4000,7,0,0,1,1,0,1,0,0,0,0
830000,120000,152.87,7,15.1,2179,360,2275,1,1,0,0,1,0,1,0,0,0,0
250000,60000,73.9,5,21.1,1248,113,4500,10,1,0,0,1,0,1,0,1,0,0
450000,110000,63,9,15.9,2523,180,1470,7,1,0,0,1,0,1,0,0,0,0
745000,67000,120,7,15.4,1997,280,2300,5,1,0,0,1,0,1,0,0,0,0
144000,50000,68,5,20,1399,160,2000,11,1,0,0,1,0,1,0,1,0,0
120000,40000,64,5,18.2,1061,84,3500,13,0,0,1,1,0,1,0,0,0,0
300000,120000,138.1,7,11.5,2179,320,2200,13,1,0,0,1,0,1,0,1,0,0
52000,100000,37,4,16.1,796,59,2500,22,0,0,1,1,0,1,0,0,0,0
300000,98000,120,8,10.5,2179,290,2300,18,1,0,0,1,0,1,0,0,0,0
270000,150000,63,7,13.6,2523,180,1470,12,1,0,0,1,0,1,0,1,0,0
260000,38000,74,5,22.1,1248,190,1750,7,1,0,0,1,0,1,0,0,0,0
475000,120000,67.05,5,23.5,1364,170,2100,6,1,0,0,1,0,1,0,0,0,0
302000,103000,68,5,20,1399,160,2000,10,1,0,0,1,0,1,0,0,0,1
45000,60000,37,4,16.1,796,59,2500,27,0,0,1,1,0,1,0,0,0,0
775000,80000,88.5,5,24.3,1248,200,1750,4,1,0,0,1,0,1,0,0,0,0
700000,50000,88.76,7,20.7,1248,200,1750,6,1,0,0,1,0,1,0,0,0,0
530000,90000,74,5,25.2,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
869999,70000,108.5,5,21.5,1497,260,2125,4,1,0,0,1,0,1,0,0,0,0
155000,110000,112.2,5,14.9,1991,25,2800,15,1,0,0,1,0,1,1,0,0,0
550000,30000,83.83,5,23.8,1199,114,3500,2,0,0,1,1,0,0,0,0,0,0
600000,80000,74,5,26.5,1248,190,2000,5,1,0,0,1,0,1,0,1,0,0
430000,110000,73.9,5,19.3,1248,190,2000,9,1,0,0,1,0,1,0,1,0,0
246000,120000,90,5,18.8,1248,200,2375,11,1,0,0,1,0,1,0,0,0,0
120000,120000,60,5,17.3,993,78,4500,18,0,0,1,1,0,1,0,0,0,1
565000,70000,81.83,5,18.6,1197,114.7,4000,7,0,0,1,1,0,1,0,1,0,0
850000,60000,88.76,5,22.5,1396,224,2125,3,1,0,0,1,0,1,0,0,0,0
160000,90000,46.3,5,19.7,796,62,3000,15,0,0,1,1,0,1,0,0,0,0
325000,142500,75,5,19.5,1248,197,1750,7,1,0,0,1,0,1,0,0,0,0
450000,90000,120,8,12,2179,290,2300,10,1,0,0,1,0,1,0,0,0,1
310000,50000,68.05,5,19.8,1086,99.04,4500,6,0,0,1,1,0,1,0,0,0,0
250000,90000,98.6,5,25.8,1498,200,1750,8,1,0,0,1,0,1,0,0,0,1
420000,115000,74,5,26.5,1248,190,2000,6,1,0,0,1,0,1,0,1,0,0
330000,150000,98.6,5,15,1396,136.3,4200,8,0,0,1,1,0,0,0,1,0,0
405000,68000,81.8,5,20.4,1197,113,4200,6,0,0,1,1,0,1,0,1,0,0
400000,90000,62.1,7,15.9,2523,195,1800,8,1,0,0,1,0,1,0,1,0,0
409999,110000,116.3,5,15.6,1497,146,4800,11,0,0,1,1,0,0,0,0,0,1
500000,70000,62.1,7,15.9,2523,195,1800,8,1,0,0,1,0,1,0,1,0,0
590000,80000,140,7,15.1,2179,330,2200,10,1,0,0,1,0,1,0,0,0,1
80000,118000,82,5,19.3,1248,154.9,2500,15,0,0,1,1,0,1,0,0,0,0
135000,100000,68.05,5,19.8,1086,99.04,4500,14,0,0,1,1,0,1,0,1,0,0
70000,70000,67.1,5,18.9,998,90,3500,17,0,0,1,1,0,1,0,1,0,0
45000,77000,37,4,16.1,796,59,2500,17,0,0,1,1,0,1,0,0,0,1
650000,35500,74.02,5,28.4,1248,190,2000,3,1,0,0,1,0,1,0,0,0,0
400000,17500,67.04,5,20.5,998,90,3500,3,0,0,1,1,0,1,0,0,0,0
350000,27000,67.05,5,23.9,998,90,3500,4,0,0,1,1,0,1,0,0,0,0
550000,60000,73.97,5,24,1186,190.24,2000,4,1,0,0,1,0,1,0,0,0,0
350000,25000,67.04,5,20.5,998,90,3500,5,0,0,1,1,0,1,0,0,0,0
459999,80000,74,5,26.5,1248,190,2000,6,1,0,0,1,0,1,0,0,0,0
185000,60000,46.3,5,19.7,796,62,3000,9,0,0,1,1,0,1,0,1,0,0
550000,38000,73.9,5,22,1199,180,2000,8,1,0,0,1,0,1,0,0,0,0
300000,100000,58.2,5,26.2,998,77,3500,9,0,1,0,1,0,1,0,1,0,0
175000,60000,82,5,19.3,1248,154.9,2500,9,0,0,1,1,0,1,0,0,0,1
900000,110000,102,8,12.8,2494,20.4,2500,10,1,0,0,1,0,1,0,0,0,0
900000,92000,98.6,7,21.9,1498,200,1750,5,1,0,0,1,0,1,0,0,0,0
550000,180000,62.1,9,15.9,2523,195,1820,9,1,0,0,1,0,1,0,0,0,1
625000,10000,83.1,5,21.4,1197,115,4000,3,0,0,1,1,0,1,0,0,0,0
310000,35000,47.3,5,24.7,796,69,3500,4,0,0,1,1,0,1,0,1,0,0
500000,35000,74,5,28.4,1248,190,2000,4,1,0,0,1,0,1,0,0,0,0
610000,23000,70,5,24,1120,160,2125,5,1,0,0,1,0,1,0,0,0,0
150000,150000,69,5,19,1396,135,2500,9,1,0,0,1,0,1,0,0,0,1
480000,70000,71,5,24.4,1120,180.4,2125,6,1,0,0,1,0,1,0,0,0,0
650000,40000,81.83,5,18.6,1197,114.7,4000,4,0,0,1,1,0,1,0,0,0,0
290000,100000,90,5,21.9,1396,22.4,2250,9,1,0,0,1,0,1,0,1,0,0
300000,50000,47.3,5,24.7,796,69,3500,4,0,0,1,1,0,1,0,1,0,0
270000,120000,73.9,5,19.3,1248,190,2000,11,1,0,0,1,0,1,1,0,0,0
400000,60000,71,5,24.4,1120,180.4,2125,6,1,0,0,1,0,1,0,1,0,0
280000,28000,47.3,5,22.7,796,69,3500,6,0,0,1,1,0,1,0,1,0,0
250000,60000,85.8,5,17.5,1298,114,4000,12,0,0,1,1,0,1,0,0,0,1
495000,80000,73.9,5,19.3,1248,190,2000,9,1,0,0,1,0,1,0,1,0,0
3250000,12000,197,7,10.9,3198,470,2125,3,1,0,0,1,0,0,0,0,0,0
700000,4500,88.76,5,19.5,1199,110,4800,2,0,0,1,1,0,1,0,0,0,0
310000,70000,69,5,25,1396,140,2400,8,1,0,0,1,0,1,0,0,0,0
650000,120000,83.8,5,19.8,1461,200,1750,4,1,0,0,1,0,1,0,0,0,0
600000,80000,88.7,5,19,1199,110,4800,6,0,0,1,1,0,0,0,0,0,0
150000,150000,138.1,7,11.5,2179,320,2200,12,1,0,0,1,0,1,1,0,0,0
135000,120000,75,5,15.7,1390,11,3000,12,0,0,1,1,0,1,0,0,0,0
650000,50000,74,5,23.4,1248,190,2000,7,1,0,0,1,0,1,0,0,0,0
550000,83000,116.3,5,16.8,1497,146,4800,9,0,0,1,1,0,1,0,0,0,0
650000,20000,74.02,5,28.4,1248,190,2000,4,1,0,0,1,0,1,0,0,0,0
2900000,49000,174.5,7,12.9,2755,450,2000,3,1,0,0,1,0,0,0,0,0,0
